まさや-名詞-固有名詞-人名-名-*-*,まさや,マサヤ,名詞,固有名詞,人名,名,*,*
:-補助記号-一般-*-*-*-*,:,キゴウ,補助記号,一般,*,*,*,*
 -空白-*-*-*-*-*, ,キゴウ,空白,*,*,*,*,*
ようこ-名詞-固有名詞-人名-名-*-*,ようこ,ヨウコ,名詞,固有名詞,人名,名,*,*
さん-接尾辞-名詞的-一般-*-*-*,さん,サン,接尾辞,名詞的,一般,*,*,*
、-補助記号-読点-*-*-*-*,、,、,補助記号,読点,*,*,*,*
らいしゅう-名詞-普通名詞-副詞可能-*-*-*,らいしゅう,ライシュウ,名詞,普通名詞,副詞可能,*,*,*
は-助詞-係助詞-*-*-*-*,は,ハ,助詞,係助詞,*,*,*,*
いもうと-名詞-普通名詞-一般-*-*-*,いもうと,イモウト,名詞,普通名詞,一般,*,*,*
の-助詞-格助詞-*-*-*-*,の,ノ,助詞,格助詞,*,*,*,*
たん生-名詞-普通名詞-サ変可能-*-*-*,たん生,タンジョウ,名詞,普通名詞,サ変可能,*,*,*
日-名詞-普通名詞-副詞可能-*-*-*,日,ヒ,名詞,普通名詞,副詞可能,*,*,*
です-助動詞-*-*-*-助動詞-デス-終止形-一般,です,デス,助動詞,*,*,*,助動詞-デス,終止形-一般
。-補助記号-句点-*-*-*-*,。,。,補助記号,句点,*,*,*,*
だ-助動詞-*-*-*-助動詞-ダ-終止形-一般,だ,ダ,助動詞,*,*,*,助動詞-ダ,終止形-一般
から-助詞-接続助詞-*-*-*-*,から,カラ,助詞,接続助詞,*,*,*,*
プレゼント-名詞-普通名詞-サ変可能-*-*-*,プレゼント,プレゼント,名詞,普通名詞,サ変可能,*,*,*
を-助詞-格助詞-*-*-*-*,を,ヲ,助詞,格助詞,*,*,*,*
かう-動詞-一般-*-*-五段-ワア行-連用形-一般,かう,カイ,動詞,一般,*,*,五段-ワア行,連用形-一般
たい-助動詞-*-*-*-助動詞-タイ-終止形-一般,たい,タイ,助動詞,*,*,*,助動詞-タイ,終止形-一般
きょう-名詞-普通名詞-副詞可能-*-*-*,きょう,キョウ,名詞,普通名詞,副詞可能,*,*,*
いっしょ-名詞-普通名詞-サ変可能-*-*-*,いっしょ,イッショ,名詞,普通名詞,サ変可能,*,*,*
に-助詞-格助詞-*-*-*-*,に,ニ,助詞,格助詞,*,*,*,*
かいもの-名詞-普通名詞-サ変可能-*-*-*,かいもの,カイモノ,名詞,普通名詞,サ変可能,*,*,*
いく-動詞-非自立可能-*-*-五段-カ行-連用形-一般,いく,イキ,動詞,非自立可能,*,*,五段-カ行,連用形-一般
ます-助動詞-*-*-*-助動詞-マス-未然形-一般,ます,マセ,助動詞,*,*,*,助動詞-マス,未然形-一般
ぬ-助動詞-*-*-*-助動詞-ヌ-終止形-撥音便,ぬ,ン,助動詞,*,*,*,助動詞-ヌ,終止形-撥音便
か-助詞-終助詞-*-*-*-*,か,カ,助詞,終助詞,*,*,*,*
はい-感動詞-一般-*-*-*-*,はい,ハイ,感動詞,一般,*,*,*,*
いい-形容詞-非自立可能-*-*-形容詞-終止形-一般,いい,イイ,形容詞,非自立可能,*,*,形容詞,終止形-一般
よ-助詞-終助詞-*-*-*-*,よ,ヨ,助詞,終助詞,*,*,*,*
何-代名詞-*-*-*-*-*,何,ナン,代名詞,*,*,*,*,*
ます-助動詞-*-*-*-助動詞-マス-終止形-一般,ます,マス,助動詞,*,*,*,助動詞-マス,終止形-一般
いまだ-副詞-*-*-*-*-*,いまだ,イマダ,副詞,*,*,*,*,*
いまる-名詞-固有名詞-人名-名-*-*,いまる,イマル,名詞,固有名詞,人名,名,*,*
デパート-名詞-普通名詞-一般-*-*-*,デパート,デパート,名詞,普通名詞,一般,*,*,*
で-助詞-格助詞-*-*-*-*,で,デ,助詞,格助詞,*,*,*,*
セール-名詞-普通名詞-一般-*-*-*,セール,セール,名詞,普通名詞,一般,*,*,*
が-助詞-格助詞-*-*-*-*,が,ガ,助詞,格助詞,*,*,*,*
ある-動詞-非自立可能-*-*-五段-ラ行-連用形-一般,ある,アリ,動詞,非自立可能,*,*,五段-ラ行,連用形-一般
けいたい-名詞-普通名詞-サ変可能-*-*-*,けいたい,ケイタイ,名詞,普通名詞,サ変可能,*,*,*
オンライン-名詞-普通名詞-一般-*-*-*,オンライン,オンライン,名詞,普通名詞,一般,*,*,*
カタログ-名詞-普通名詞-一般-*-*-*,カタログ,カタログ,名詞,普通名詞,一般,*,*,*
みる-動詞-非自立可能-*-*-上一段-マ行-連用形-一般,みる,ミ,動詞,非自立可能,*,*,上一段-マ行,連用形-一般
て-助詞-接続助詞-*-*-*-*,て,テ,助詞,接続助詞,*,*,*,*
くださる-動詞-非自立可能-*-*-五段-ラ行-命令形,くださる,クダサイ,動詞,非自立可能,*,*,五段-ラ行,命令形
あ-感動詞-一般-*-*-*-*,あ,ア,感動詞,一般,*,*,*,*
すごい-形容詞-一般-*-*-形容詞-終止形-一般,すごい,スゴイ,形容詞,一般,*,*,形容詞,終止形-一般
!-補助記号-句点-*-*-*-*,!,キゴウ,補助記号,句点,*,*,*,*
ゆうめい-形状詞-一般-*-*-*-*,ゆうめい,ユウメイ,形状詞,一般,*,*,*,*
だ-助動詞-*-*-*-助動詞-ダ-連体形-一般,だ,ナ,助動詞,*,*,*,助動詞-ダ,連体形-一般
メーカー-名詞-普通名詞-一般-*-*-*,メーカー,メーカー,名詞,普通名詞,一般,*,*,*
スケートボード-名詞-普通名詞-一般-*-*-*,スケートボード,スケートボード,名詞,普通名詞,一般,*,*,*
五千八百-名詞-数詞-*-*-*-*,五千八百,ゴセンハチヒャク,名詞,数詞,*,*,*,*
円-名詞-普通名詞-助数詞可能-*-*-*,円,エン,名詞,普通名詞,助数詞可能,*,*,*
ぼく-代名詞-*-*-*-*-*,ぼく,ボク,代名詞,*,*,*,*,*
も-助詞-係助詞-*-*-*-*,も,モ,助詞,係助詞,*,*,*,*
へえ-感動詞-一般-*-*-*-*,へえ,ヘエ,感動詞,一般,*,*,*,*
ね-助詞-終助詞-*-*-*-*,ね,ネ,助詞,終助詞,*,*,*,*
わたし-代名詞-*-*-*-*-*,わたし,ワタシ,代名詞,*,*,*,*,*
おもしろい-形容詞-一般-*-*-形容詞-連体形-一般,おもしろい,オモシロイ,形容詞,一般,*,*,形容詞,連体形-一般
ゲームソフト-名詞-普通名詞-一般-*-*-*,ゲームソフト,ゲームソフト,名詞,普通名詞,一般,*,*,*
あまり-副詞-*-*-*-*-*,あまり,アマリ,副詞,*,*,*,*,*
たかい-形容詞-一般-*-*-形容詞-連用形-一般,たかい,タカク,形容詞,一般,*,*,形容詞,連用形-一般
ない-形容詞-非自立可能-*-*-形容詞-終止形-一般,ない,ナイ,形容詞,非自立可能,*,*,形容詞,終止形-一般
二千九百-名詞-数詞-*-*-*-*,二千九百,ニセンキュウヒャク,名詞,数詞,*,*,*,*
ダンス-名詞-普通名詞-サ変可能-*-*-*,ダンス,ダンス,名詞,普通名詞,サ変可能,*,*,*
くん-接尾辞-名詞的-一般-*-*-*,くん,クン,接尾辞,名詞的,一般,*,*,*
ええ-感動詞-一般-*-*-*-*,ええ,エエ,感動詞,一般,*,*,*,*
と-助詞-格助詞-*-*-*-*,と,ト,助詞,格助詞,*,*,*,*
いぬ-名詞-普通名詞-一般-*-*-*,いぬ,イヌ,名詞,普通名詞,一般,*,*,*
すき-形状詞-一般-*-*-*-*,すき,スキ,形状詞,一般,*,*,*,*
ぬいぐるみ-名詞-普通名詞-一般-*-*-*,ぬいぐるみ,ヌイグルミ,名詞,普通名詞,一般,*,*,*
千二百-名詞-数詞-*-*-*-*,千二百,センニヒャク,名詞,数詞,*,*,*,*
かわいい-形容詞-一般-*-*-形容詞-終止形-一般,かわいい,カワイイ,形容詞,一般,*,*,形容詞,終止形-一般
ほんとう-名詞-普通名詞-一般-*-*-*,ほんとう,ホントウ,名詞,普通名詞,一般,*,*,*
それ-代名詞-*-*-*-*-*,それ,ソレ,代名詞,*,*,*,*,*
から-助詞-格助詞-*-*-*-*,から,カラ,助詞,格助詞,*,*,*,*
五百-名詞-数詞-*-*-*-*,五百,ゴヒャク,名詞,数詞,*,*,*,*
ふでばこ-名詞-普通名詞-一般-*-*-*,ふでばこ,フデバコ,名詞,普通名詞,一般,*,*,*
三百八十-名詞-数詞-*-*-*-*,三百八十,サンヒャクハチジュウ,名詞,数詞,*,*,*,*
ノート-名詞-普通名詞-サ変可能-*-*-*,ノート,ノート,名詞,普通名詞,サ変可能,*,*,*
五十-名詞-数詞-*-*-*-*,五十,ゴジュウ,名詞,数詞,*,*,*,*
えんぴつ-名詞-普通名詞-一般-*-*-*,えんぴつ,エンピツ,名詞,普通名詞,一般,*,*,*
わあ-感動詞-一般-*-*-*-*,わあ,ワア,感動詞,一般,*,*,*,*
たくさん-副詞-*-*-*-*-*,たくさん,タクサン,副詞,*,*,*,*,*
じゃ-接続詞-*-*-*-*-*,じゃ,ジャ,接続詞,*,*,*,*,*
ショッピング-名詞-普通名詞-サ変可能-*-*-*,ショッピング,ショッピング,名詞,普通名詞,サ変可能,*,*,*
リスト-名詞-普通名詞-サ変可能-*-*-*,リスト,リスト,名詞,普通名詞,サ変可能,*,*,*
つくる-動詞-一般-*-*-五段-ラ行-連用形-一般,つくる,ツクリ,動詞,一般,*,*,五段-ラ行,連用形-一般
ます-助動詞-*-*-*-助動詞-マス-意志推量形,ます,マショウ,助動詞,*,*,*,助動詞-マス,意志推量形
ー-補助記号-一般-*-*-*-*,ー,ー,補助記号,一般,*,*,*,*
Read-名詞-固有名詞-人名-一般-*-*,Read,リード,名詞,固有名詞,人名,一般,*,*
THE-名詞-普通名詞-一般-*-*-*,THE,ザ,名詞,普通名詞,一般,*,*,*
following-名詞-普通名詞-一般-*-*-*,following,following,名詞,普通名詞,一般,*,*,*
conversation-名詞-普通名詞-一般-*-*-*,conversation,カンバセーション,名詞,普通名詞,一般,*,*,*
Between-名詞-普通名詞-一般-*-*-*,Between,ビトウィーン,名詞,普通名詞,一般,*,*,*
masaya-名詞-普通名詞-一般-*-*-*,masaya,masaya,名詞,普通名詞,一般,*,*,*
AND-名詞-普通名詞-一般-*-*-*,AND,アンド,名詞,普通名詞,一般,*,*,*
YOKO-名詞-固有名詞-人名-名-*-*,YOKO,ヨウコ,名詞,固有名詞,人名,名,*,*
create-名詞-普通名詞-サ変可能-*-*-*,create,クリエート,名詞,普通名詞,サ変可能,*,*,*
a-名詞-普通名詞-助数詞可能-*-*-*,a,アール,名詞,普通名詞,助数詞可能,*,*,*
shopping-名詞-普通名詞-一般-*-*-*,shopping,ショッピング,名詞,普通名詞,一般,*,*,*
list-名詞-普通名詞-一般-*-*-*,list,リスト,名詞,普通名詞,一般,*,*,*
of-名詞-普通名詞-一般-*-*-*,of,オブ,名詞,普通名詞,一般,*,*,*
items-名詞-普通名詞-一般-*-*-*,items,items,名詞,普通名詞,一般,*,*,*
prices-名詞-普通名詞-一般-*-*-*,prices,prices,名詞,普通名詞,一般,*,*,*
according-名詞-普通名詞-一般-*-*-*,according,according,名詞,普通名詞,一般,*,*,*
to-名詞-普通名詞-一般-*-*-*,to,ツー,名詞,普通名詞,一般,*,*,*
INFORMATION-名詞-普通名詞-一般-*-*-*,INFORMATION,インフォメーション,名詞,普通名詞,一般,*,*,*
.-補助記号-句点-*-*-*-*,.,．,補助記号,句点,*,*,*,*
秋-名詞-普通名詞-副詞可能-*-*-*,秋,アキ,名詞,普通名詞,副詞可能,*,*,*
九-名詞-数詞-*-*-*-*,九,キュウ,名詞,数詞,*,*,*,*
月-名詞-普通名詞-助数詞可能-*-*-*,月,ガツ,名詞,普通名詞,助数詞可能,*,*,*
十一-名詞-数詞-*-*-*-*,十一,ジュウイチ,名詞,数詞,*,*,*,*
まで-助詞-副助詞-*-*-*-*,まで,マデ,助詞,副助詞,*,*,*,*
夏-名詞-普通名詞-副詞可能-*-*-*,夏,ナツ,名詞,普通名詞,副詞可能,*,*,*
とても-副詞-*-*-*-*-*,とても,トテモ,副詞,*,*,*,*,*
あつい-形容詞-一般-*-*-形容詞-終止形-一般,あつい,アツイ,形容詞,一般,*,*,形容詞,終止形-一般
きらい-名詞-普通名詞-形状詞可能-*-*-*,きらい,キライ,名詞,普通名詞,形状詞可能,*,*,*
あつい-形容詞-一般-*-*-形容詞-連用形-一般,あつい,アツク,形容詞,一般,*,*,形容詞,連用形-一般
土曜日-名詞-普通名詞-副詞可能-*-*-*,土曜日,ドヨウビ,名詞,普通名詞,副詞可能,*,*,*
学校-名詞-普通名詞-一般-*-*-*,学校,ガッコウ,名詞,普通名詞,一般,*,*,*
ぶん-名詞-普通名詞-副詞可能-*-*-*,ぶん,ブン,名詞,普通名詞,副詞可能,*,*,*
か-助詞-副助詞-*-*-*-*,か,カ,助詞,副助詞,*,*,*,*
さい-名詞-普通名詞-副詞可能-*-*-*,さい,サイ,名詞,普通名詞,副詞可能,*,*,*
ともだち-名詞-普通名詞-一般-*-*-*,ともだち,トモダチ,名詞,普通名詞,一般,*,*,*
あそぶ-動詞-一般-*-*-五段-バ行-連用形-一般,あそぶ,アソビ,動詞,一般,*,*,五段-バ行,連用形-一般
コンサート-名詞-普通名詞-一般-*-*-*,コンサート,コンサート,名詞,普通名詞,一般,*,*,*
や-助詞-副助詞-*-*-*-*,や,ヤ,助詞,副助詞,*,*,*,*
ゲーム-名詞-普通名詞-一般-*-*-*,ゲーム,ゲーム,名詞,普通名詞,一般,*,*,*
おいしい-形容詞-一般-*-*-形容詞-連体形-一般,おいしい,オイシイ,形容詞,一般,*,*,形容詞,連体形-一般
たべもの-名詞-普通名詞-一般-*-*-*,たべもの,タベモノ,名詞,普通名詞,一般,*,*,*
この-連体詞-*-*-*-*-*,この,コノ,連体詞,*,*,*,*,*
だいすき-形状詞-一般-*-*-*-*,だいすき,ダイスキ,形状詞,一般,*,*,*,*
まつり-名詞-普通名詞-一般-*-*-*,まつり,マツリ,名詞,普通名詞,一般,*,*,*
お-接頭辞-*-*-*-*-*,お,オ,接頭辞,*,*,*,*,*
み-接尾辞-名詞的-一般-*-*-*,み,ミ,接尾辞,名詞的,一般,*,*,*
うち-名詞-普通名詞-副詞可能-*-*-*,うち,ウチ,名詞,普通名詞,副詞可能,*,*,*
パーティー-名詞-普通名詞-一般-*-*-*,パーティー,パーティー,名詞,普通名詞,一般,*,*,*
する-動詞-非自立可能-*-*-サ行変格-連用形-一般,する,シ,動詞,非自立可能,*,*,サ行変格,連用形-一般
みんな-名詞-普通名詞-副詞可能-*-*-*,みんな,ミンナ,名詞,普通名詞,副詞可能,*,*,*
きれい-形状詞-一般-*-*-*-*,きれい,キレイ,形状詞,一般,*,*,*,*
くる-動詞-非自立可能-*-*-カ行変格-連用形-一般,くる,キ,動詞,非自立可能,*,*,カ行変格,連用形-一般
やきいも-名詞-普通名詞-一般-*-*-*,やきいも,ヤキイモ,名詞,普通名詞,一般,*,*,*
たべる-動詞-一般-*-*-下一段-バ行-連用形-一般,たべる,タベ,動詞,一般,*,*,下一段-バ行,連用形-一般
おいしい-形容詞-一般-*-*-形容詞-終止形-一般,おいしい,オイシイ,形容詞,一般,*,*,形容詞,終止形-一般
そ-副詞-*-*-*-*-*,そ,ソ,副詞,*,*,*,*,*
ふ-名詞-普通名詞-一般-*-*-*,ふ,フ,名詞,普通名詞,一般,*,*,*
ときどき-名詞-普通名詞-副詞可能-*-*-*,ときどき,トキドキ,名詞,普通名詞,副詞可能,*,*,*
の-助詞-準体助詞-*-*-*-*,の,ノ,助詞,準体助詞,*,*,*,*
いく-動詞-非自立可能-*-*-五段-カ行-終止形-一般,いく,イク,動詞,非自立可能,*,*,五段-カ行,終止形-一般
むずかしい-形容詞-一般-*-*-形容詞-終止形-一般,むずかしい,ムズカシイ,形容詞,一般,*,*,形容詞,終止形-一般
おもしろい-形容詞-一般-*-*-形容詞-終止形-一般,おもしろい,オモシロイ,形容詞,一般,*,*,形容詞,終止形-一般
こ-接頭辞-*-*-*-*-*,こ,コ,接頭辞,*,*,*,*,*
年-名詞-普通名詞-副詞可能-*-*-*,年,トシ,名詞,普通名詞,副詞可能,*,*,*
しゅう-名詞-固有名詞-人名-名-*-*,しゅう,シュウ,名詞,固有名詞,人名,名,*,*
学-接尾辞-名詞的-一般-*-*-*,学,ガク,接尾辞,名詞的,一般,*,*,*
りょこう-名詞-普通名詞-サ変可能-*-*-*,りょこう,リョコウ,名詞,普通名詞,サ変可能,*,*,*
ます-助動詞-*-*-*-助動詞-マス-連用形-一般,ます,マシ,助動詞,*,*,*,助動詞-マス,連用形-一般
た-助動詞-*-*-*-助動詞-タ-終止形-一般,た,タ,助動詞,*,*,*,助動詞-タ,終止形-一般
ひろしま-名詞-固有名詞-地名-一般-*-*,ひろしま,ヒロシマ,名詞,固有名詞,地名,一般,*,*
へいわ-名詞-普通名詞-形状詞可能-*-*-*,へいわ,ヘイワ,名詞,普通名詞,形状詞可能,*,*,*
こうえん-名詞-普通名詞-一般-*-*-*,こうえん,コウエン,名詞,普通名詞,一般,*,*,*
ちょっと-副詞-*-*-*-*-*,ちょっと,チョット,副詞,*,*,*,*,*
こわい-形容詞-一般-*-*-形容詞-連用形-促音便,こわい,コワカッ,形容詞,一般,*,*,形容詞,連用形-促音便
たのしい-形容詞-一般-*-*-形容詞-連用形-促音便,たのしい,タノシカッ,形容詞,一般,*,*,形容詞,連用形-促音便
冬-名詞-普通名詞-副詞可能-*-*-*,冬,フユ,名詞,普通名詞,副詞可能,*,*,*
一ばん-副詞-*-*-*-*-*,一ばん,イチバン,副詞,*,*,*,*,*
きせつ-名詞-普通名詞-一般-*-*-*,きせつ,キセツ,名詞,普通名詞,一般,*,*,*
きょ年-名詞-普通名詞-副詞可能-*-*-*,きょ年,キョネン,名詞,普通名詞,副詞可能,*,*,*
ゆき-名詞-固有名詞-一般-*-*-*,ゆき,ユキ,名詞,固有名詞,一般,*,*,*
だるま-名詞-普通名詞-一般-*-*-*,だるま,ダルマ,名詞,普通名詞,一般,*,*,*
さむい-形容詞-一般-*-*-形容詞-連用形-促音便,さむい,サムカッ,形容詞,一般,*,*,形容詞,連用形-促音便
ジョギング-名詞-普通名詞-サ変可能-*-*-*,ジョギング,ジョギング,名詞,普通名詞,サ変可能,*,*,*
です-助動詞-*-*-*-助動詞-デス-連用形-一般,です,デシ,助動詞,*,*,*,助動詞-デス,連用形-一般
十二-名詞-数詞-*-*-*-*,十二,ジュウニ,名詞,数詞,*,*,*,*
さむい-形容詞-一般-*-*-形容詞-連体形-一般,さむい,サムイ,形容詞,一般,*,*,形容詞,連体形-一般
中-名詞-普通名詞-副詞可能-*-*-*,中,ナカ,名詞,普通名詞,副詞可能,*,*,*
年が-名詞-普通名詞-一般-*-*-*,年が,ネンガ,名詞,普通名詞,一般,*,*,*
じょう-接尾辞-名詞的-一般-*-*-*,じょう,ジョウ,接尾辞,名詞的,一般,*,*,*
かく-動詞-一般-*-*-五段-カ行-連用形-一般,かく,カキ,動詞,一般,*,*,五段-カ行,連用形-一般
三十一-名詞-数詞-*-*-*-*,三十一,サンジュウイチ,名詞,数詞,*,*,*,*
日-名詞-普通名詞-助数詞可能-*-*-*,日,ニチ,名詞,普通名詞,助数詞可能,*,*,*
ちち-副詞-*-*-*-*-*,ちち,チチ,副詞,*,*,*,*,*
もち-名詞-普通名詞-一般-*-*-*,もち,モチ,名詞,普通名詞,一般,*,*,*
一-名詞-数詞-*-*-*-*,一,イチ,名詞,数詞,*,*,*,*
一日-名詞-普通名詞-副詞可能-*-*-*,一日,ツイタチ,名詞,普通名詞,副詞可能,*,*,*
三-名詞-数詞-*-*-*-*,三,ミッ,名詞,数詞,*,*,*,*
日-接尾辞-名詞的-助数詞-*-*-*,日,カ,接尾辞,名詞的,助数詞,*,*,*
しょう-名詞-普通名詞-一般-*-*-*,しょう,ショウ,名詞,普通名詞,一般,*,*,*
だま-名詞-普通名詞-一般-*-*-*,だま,ダマ,名詞,普通名詞,一般,*,*,*
もらう-動詞-非自立可能-*-*-五段-ワア行-連用形-一般,もらう,モライ,動詞,非自立可能,*,*,五段-ワア行,連用形-一般
スキー-名詞-普通名詞-一般-*-*-*,スキー,スキー,名詞,普通名詞,一般,*,*,*
かぞく-名詞-普通名詞-一般-*-*-*,かぞく,カゾク,名詞,普通名詞,一般,*,*,*
てん-名詞-普通名詞-一般-*-*-*,てん,テン,名詞,普通名詞,一般,*,*,*
いる-動詞-非自立可能-*-*-上一段-ア行-連体形-撥音便,いる,イン,動詞,非自立可能,*,*,上一段-ア行,連体形-撥音便
いらっしゃる-動詞-非自立可能-*-*-五段-ラ行-連用形-イ音便,いらっしゃる,イラッシャイ,動詞,非自立可能,*,*,五段-ラ行,連用形-イ音便
ます-助動詞-*-*-*-助動詞-マス-命令形,ます,マセ,助動詞,*,*,*,助動詞-マス,命令形
きゃく-名詞-普通名詞-一般-*-*-*,きゃく,キャク,名詞,普通名詞,一般,*,*,*
あの-連体詞-*-*-*-*-*,あの,アノ,連体詞,*,*,*,*,*
すむ-動詞-一般-*-*-五段-マ行-連用形-一般,すむ,スミ,動詞,一般,*,*,五段-マ行,連用形-一般
さがす-動詞-一般-*-*-五段-サ行-連用形-一般,さがす,サガシ,動詞,一般,*,*,五段-サ行,連用形-一般
いる-動詞-非自立可能-*-*-上一段-ア行-連用形-一般,いる,イ,動詞,非自立可能,*,*,上一段-ア行,連用形-一般
スポーツ-名詞-普通名詞-サ変可能-*-*-*,スポーツ,スポーツ,名詞,普通名詞,サ変可能,*,*,*
うる-動詞-一般-*-*-五段-ラ行-連用形-一般,うる,ウリ,動詞,一般,*,*,五段-ラ行,連用形-一般
ば-助詞-接続助詞-*-*-*-*,ば,バ,助詞,接続助詞,*,*,*,*
どこ-代名詞-*-*-*-*-*,どこ,ドコ,代名詞,*,*,*,*,*
四-名詞-数詞-*-*-*-*,四,ヨン,名詞,数詞,*,*,*,*
かい-名詞-普通名詞-助数詞可能-*-*-*,かい,カイ,名詞,普通名詞,助数詞可能,*,*,*
ありがとう-感動詞-一般-*-*-*-*,ありがとう,アリガトウ,感動詞,一般,*,*,*,*
ござる-動詞-非自立可能-*-*-五段-ラ行-連用形-イ音便,ござる,ゴザイ,動詞,非自立可能,*,*,五段-ラ行,連用形-イ音便
スポーツウェア-名詞-普通名詞-一般-*-*-*,スポーツウェア,スポーツウェア,名詞,普通名詞,一般,*,*,*
エレベーター-名詞-普通名詞-一般-*-*-*,エレベーター,エレベーター,名詞,普通名詞,一般,*,*,*
となり-名詞-普通名詞-一般-*-*-*,となり,トナリ,名詞,普通名詞,一般,*,*,*
どんな-連体詞-*-*-*-*-*,どんな,ドンナ,連体詞,*,*,*,*,*
バスケットボール-名詞-普通名詞-一般-*-*-*,バスケットボール,バスケットボール,名詞,普通名詞,一般,*,*,*
ショーツ-名詞-普通名詞-一般-*-*-*,ショーツ,ショーツ,名詞,普通名詞,一般,*,*,*
これ-代名詞-*-*-*-*-*,これ,コレ,代名詞,*,*,*,*,*
どう-副詞-*-*-*-*-*,どう,ドウ,副詞,*,*,*,*,*
いくら-名詞-普通名詞-副詞可能-*-*-*,いくら,イクラ,名詞,普通名詞,副詞可能,*,*,*
三千九百-名詞-数詞-*-*-*-*,三千九百,サンセンキュウヒャク,名詞,数詞,*,*,*,*
え-感動詞-一般-*-*-*-*,え,エ,感動詞,一般,*,*,*,*
たかい-形容詞-一般-*-*-形容詞-終止形-一般,たかい,タカイ,形容詞,一般,*,*,形容詞,終止形-一般
ざんねん-形状詞-一般-*-*-*-*,ざんねん,ザンネン,形状詞,一般,*,*,*,*
ニ-助詞-格助詞-*-*-*-*,ニ,ニ,助詞,格助詞,*,*,*,*
千八百-名詞-数詞-*-*-*-*,千八百,センハチヒャク,名詞,数詞,*,*,*,*
m-名詞-普通名詞-助数詞可能-*-*-*,m,メートル,名詞,普通名詞,助数詞可能,*,*,*
サイズ-名詞-普通名詞-一般-*-*-*,サイズ,サイズ,名詞,普通名詞,一般,*,*,*
二千八百-名詞-数詞-*-*-*-*,二千八百,ニセンハチヒャク,名詞,数詞,*,*,*,*
どうぞ-副詞-*-*-*-*-*,どうぞ,ドウゾ,副詞,*,*,*,*,*
二百-名詞-数詞-*-*-*-*,二百,ニヒャク,名詞,数詞,*,*,*,*
おつり-名詞-普通名詞-一般-*-*-*,おつり,オツリ,名詞,普通名詞,一般,*,*,*
--補助記号-一般-*-*-*-*,-,-,補助記号,一般,*,*,*,*
why-名詞-普通名詞-一般-*-*-*,why,ホワイ,名詞,普通名詞,一般,*,*,*
DID-名詞-普通名詞-一般-*-*-*,DID,ディーアイディー,名詞,普通名詞,一般,*,*,*
customer-名詞-普通名詞-一般-*-*-*,customer,カスタマー,名詞,普通名詞,一般,*,*,*
HAVE-名詞-普通名詞-一般-*-*-*,HAVE,ハブ,名詞,普通名詞,一般,*,*,*
Go-名詞-普通名詞-一般-*-*-*,Go,ゴー,名詞,普通名詞,一般,*,*,*
